b,AJ 1.2,CMg,DKB 58,DKB 64,DLGB 2
257,-0.09262098848433073,-0.056455852819019756,0.6593642440402366,-0.002359899554978624,0.20140782215836883
258,0.02201569973603488,-0.03678236039437662,0.4532437874244321,-0.28018164968256887,0.23790107781619171
259,-0.18687943777831167,0.05124850123077664,0.5210262336088781,0.14780448763005433,0.44379571485520974
260,0.033742186095339306,-0.10097713163049334,0.6513159329049298,-0.5360924685208015,0.184586410495831
261,-0.28225388292516224,0.049635117686333025,0.6294138026484177,-0.028181974675032095,0.27003743881691583
262,-0.17748259628851948,0.2399881246360418,0.3530114468550912,0.14068835755291215,0.5137387021845863
263,0.07775433720229322,0.004465516133518421,0.24983623706377553,-0.04135518963669162,0.14693849394689384
264,0.11554515346791094,-0.009757181872858008,0.18565385876700652,0.20935168736095652,-0.005908740206512335
265,-0.057532787702210764,0.078177021204783,0.31636912388003846,-0.17045398886031743,0.26673310960513075
266,-0.0443255610982979,-0.0917101860123112,0.4989875140056747,0.004430191015606047,0.33177994974751873
267,-0.033824148824975704,-0.0862130580025,0.6955969214375002,-0.06976863810161005,0.2636351070175206
268,0.08987021088274787,-0.03252815901387553,0.3788268738081374,0.0941571606288002,0.07247095040077454
269,0.07420038769071188,0.13148201995051542,0.1303181351290442,-0.28186087144465743,-0.20658563363875534
270,0.2607915156637087,-0.125512148296555,0.49847068116885973,-0.11520478082447641,0.03958783175018956
